industry,company,city,state,country,lat,lng,mat_paid,mat_unpaid,pat_paid,pat_unpaid,rating,treatedFairly,wouldRecommend,match401k,childcare,flextime,healthcare,vacationAllowance,balance,culture,flexibility,hours,policies
Technology,Lyft,San Francisco,California,USA,37.7749295,-122.4194155,18,-5,18,-5,2.5,100,50,null,FALSE,null,#VALUE!,27,50,50,2,4,50
Retail,QVC,Rocky Mount,North Carolina,USA,35.9382103,-77.7905339,2,6,-5,-5,2.5,0,50,null,null,null,null,,50,50,4,3,0
Healthcare,"Becton, Dickinson and Company",Franklin Lakes,New Jersey,USA,41.0167639,-74.2057011,6,6,-5,-5,2.5,0,25,null,null,null,null,,50,100,2,3,50
Legal Services,Winston & Strawn LLP,Chicago,Illinois,USA,41.8781136,-87.6297982,20,-5,20,-5,2.5,50,50,null,null,null,null,,75,25,3,3,25
Natural Resources,Southern Company,Atlanta,Georgia,USA,33.7489954,-84.3879824,12,6,-5,-5,2.5,100,50,null,null,null,null,,100,100,3,3,0
Colleges & Universities,Florida State University,Tallahassee,Florida,USA,30.4382559,-84.2807329,0,12,-5,-5,2.5,50,50,TRUE,null,TRUE,TRUE,,,,3,3,
Insurance,Blue Cross and Blue Shield of Minnesota,Eagan,Minnesota,USA,44.8041322,-93.1668858,6,6,-5,-5,2.5,50,50,TRUE,null,TRUE,TRUE,,,,2,3,
Retail,Sams Club,Bentonville,Arkansas,USA,36.3728538,-94.2088172,-5,12,-5,-5,2.5,100,50,TRUE,null,TRUE,TRUE,1,,,1,3,
Financial Services,Stifel Nicolaus & Co.,St Louis,Missouri,USA,38.6270025,-90.1994042,8,4,-5,-5,2.5,50,100,TRUE,null,null,null,8 ,,,1,3,
Retail,BJs Wholesale Club,Watchung,New Jersey,USA,40.63788,-74.4509863,-5,12,-5,-5,2.5,0,50,TRUE,null,null,FALSE,2,,,3,3,
Hospitality,Xanterra Parks and Resorts,Cambridge,Ohio,USA,40.031183,-81.5884561,0,6,-5,-5,2.5,0,50,null,null,null,null,,,,3,3,
Legal Services,Paul Hastings,Los Angeles,California,USA,34.0522342,-118.2436849,18,-5,-5,-5,2.5,100,100,null,null,null,null,18,,,3,3,
Technology,Qumu Corporation,Minneapolis,Minnesota,USA,44.977753,-93.2650108,-5,12,-5,-5,2.5,50,50,null,null,TRUE,null,12,0,50,2,4,0
Technology,Dell EMC,Hopkinton,Massachusetts,USA,42.2286954,-71.5225646,8,10,-5,-5,2.6,22,28,null,null,null,null,,0,22,4,4,22
Government,New York City,New York,New York,USA,40.7127753,-74.0059728,6,12,-5,-5,2.6,55,55,null,null,null,null,,0,56,3,3,67
Natural Resources,Baker Hughes,Wray,Colorado,USA,40.0758231,-102.2232495,6,6,-5,-5,2.6,20,40,null,null,null,null,,0,80,3,3,40
Technology,Tumblr,New York,New York,USA,40.7127753,-74.0059728,20,-5,-5,-5,2.6,0,60,null,null,null,TRUE,20,0,40,5,4,40
Financial Services,Visa Inc.,Foster City,California,USA,37.5585465,-122.2710788,6,6,-5,-5,2.6,22,33,null,null,null,null,,14,29,2,3,43
Telecommunications,Spectrum,Stamford,Connecticut,USA,41.0534302,-73.5387341,6,6,-5,-5,2.6,36,27,null,null,null,null,,17,50,1,3,0
Retail,Barnes & Noble,New York,New York,USA,40.7127753,-74.0059728,6,12,-5,-5,2.6,57,43,TRUE,null,null,null,,20,60,3,3,20
Retail,Express Scripts Holding,St Louis,Missouri,USA,38.6270025,-90.1994042,-5,12,-5,-5,2.6,60,40,null,null,null,null,2,33,0,3,3,0
Government,U.S. Department of Veterans Affairs,Washington,DC,USA,38.9071923,-77.0368707,1,16,-5,-5,2.6,44,22,null,null,null,null,3,57,14,3,3,0
Insurance,Massachusetts Mutual Life Insurance Comp...,Springfield,Massachusetts,USA,42.1014831,-72.589811,3,10,3,-5,2.6,14,14,null,null,null,null,4,0,0,3,3,100
Colleges & Universities,University of Notre Dame,Notre Dame,Indiana,USA,41.7001908,-86.2379328,6,-5,-5,-5,2.7,33,33,TRUE,null,TRUE,TRUE,3,0,0,3,3,33
Consulting Services,Heidrick & Struggles,Chicago,Illinois,USA,41.8781136,-87.6297982,12,0,-5,-5,2.7,0,67,TRUE,null,null,TRUE,,0,0,4,4,0
Publishing & Printing,Penguin Random House,New York,New York,USA,40.7127753,-74.0059728,4,-5,-5,-5,2.7,67,100,TRUE,null,null,FALSE,3,0,50,3,3,50
Financial Services,Bank of the West,San Francisco,California,USA,37.7749295,-122.4194155,5,6,-5,-5,2.7,0,67,TRUE,null,null,FALSE,,0,50,3,3,50
Healthcare,University of Pittsburgh Medical Center,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,6,6,-5,-5,2.7,67,100,null,null,null,null,,0,100,4,3,0
Healthcare,New York-Presbyterian Hospital,New York,New York,USA,40.7127753,-74.0059728,12,12,-5,-5,2.7,67,67,null,null,null,null,,0,50,3,3,0
Financial Services,Silicon Valley Bank,Santa Clara,California,USA,37.3541079,-121.9552356,12,-5,-5,-5,2.7,43,43,null,null,null,null,4,0,40,3,3,40
Retail,"The TJX Companies, Inc.",Framingham,Massachusetts,USA,42.279286,-71.4161565,6,6,0,-5,2.7,67,33,null,TRUE,null,#VALUE!,2 ,0,25,3,3,0
Insurance,Zurich,Seattle,Washington,USA,47.6062095,-122.3320708,29,-5,0,-5,2.7,100,67,null,null,null,null,,0,67,4,3,67
Technology,Lenovo,Whitsett,North Carolina,USA,36.0712466,-79.5644686,22,-5,7,-5,2.7,33,67,TRUE,null,TRUE,TRUE,15,15,15,,null,15
Technology,Knewton,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,2.7,0,67,FALSE,TRUE,TRUE,TRUE,52,15,15,,null,15
Retail,Sears Holdings Corporation,Hoffman Estates,Illinois,USA,42.0629915,-88.1227199,6,12,0,-5,2.7,60,32,FALSE,null,TRUE,TRUE,,17,17,3,3,17
Colleges & Universities,DeVry,Downers Grove,Illinois,USA,41.8089191,-88.0111746,3,9,-5,-5,2.7,67,67,null,null,null,null,,20,20,,null,20
Retail,CVS Health,Scottsdale,Arizona,USA,33.4941704,-111.9260519,0,15,0,-5,2.7,53,33,null,FALSE,null,null,,23,46,4,3,19
Retail,Gamestop,Grapevine,Texas,USA,32.9342919,-97.0780654,12,-5,-5,-5,2.7,17,17,TRUE,null,null,FALSE,2,25,50,4,3,25
Legal Services,Reed Smith LLP,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,16,-5,10,-5,2.7,50,33,null,null,null,null,4,33,0,2,3,33
Consulting Services,Alvarez & Marsal,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,2.7,33,100,FALSE,null,null,TRUE,3,50,0,4,4,0
Automotive,Tesla Motors,Palo Alto,California,USA,37.4418834,-122.1430195,16,-5,7,-5,2.7,14,29,FALSE,null,TRUE,TRUE,3,50,17,3,3,0
Retail,Petsmart,Phoenix,Arizona,USA,33.4483771,-112.0740373,6,6,-5,-5,2.7,33,33,null,null,null,null,,50,0,3,3,50
Consumer Goods,Nestle,Arlington,Virginia,USA,38.8816208,-77.0909809,14,12,1,-5,2.7,43,43,null,FALSE,null,#VALUE!,3 ,60,40,3,4,40
Consulting Services,Analysis Group,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,2.7,33,33,TRUE,null,TRUE,TRUE,3,100,0,4,4,33
Transportation,Norfolk Southern Corporation,Norfolk,Virginia,USA,36.8507689,-76.2858726,4,3,-5,-5,2.7,33,67,null,null,null,null,,100,0,2,2,0
Media,Madison Square Garden,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,2.7,0,33,null,null,null,null,2,,,2,3,
Industrial,HDR,Omaha,Nebraska,USA,41.2523634,-95.9979883,0,12,-5,-5,2.7,0,67,null,null,null,null,,,,3,3,
Natural Resources,Dow Chemical,Midland,Michigan,USA,43.6155825,-84.2472116,12,8,2,-5,2.8,44,22,null,FALSE,null,null,,0,50,4,3,50
Pharmaceutical,Novartis,Ardsley,New York,USA,41.0106531,-73.8437452,6,6,-5,-5,2.8,18,36,null,null,null,null,,0,0,2,3,20
Consumer Goods,"Mondelez International, Inc.",East Hanover,New Jersey,USA,40.8200623,-74.3647247,6,-5,-5,-5,2.8,60,40,null,null,null,null,6,0,0,3,4,0
Retail,Dillard's,Little Rock,Arkansas,USA,34.7464809,-92.2895948,6,6,-5,-5,2.8,50,25,null,null,TRUE,null,,0,0,4,3,0
Telecommunications,Asurion,Nashville,Tennessee,USA,36.1626638,-86.7816016,6,-5,-5,-5,2.8,50,25,null,null,null,null,2,0,33,3,3,0
Financial Services,BNY Mellon,Pittsburgh,Pennsylvania,USA,40.4406248,-79.9958864,12,8,0,-5,2.8,15,25,null,TRUE,null,#VALUE!,2,8,33,3,3,8
Hospitality,McDonald's Corporation,Oak Brook,Illinois,USA,41.8397865,-87.9535534,12,-5,2,-5,2.8,75,50,null,null,null,null,2,17,17,2,3,50
Healthcare,Columbia University Medical Center,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,2.8,60,40,null,null,null,null,,20,40,3,3,20
Technology,ServiceNow,Santa Clara,California,USA,37.3541079,-121.9552356,6,-5,-5,-5,2.8,25,25,null,null,null,null,3,25,50,4,4,0
Retail,ShopRite,Jersey City,New Jersey,USA,40.7281575,-74.0776417,6,0,-5,-5,2.8,20,10,null,null,null,null,,27,27,,null,27
Media,XO Group Inc,New York,New York,USA,40.7127753,-74.0059728,12,12,-5,-5,2.8,25,50,TRUE,null,FALSE,TRUE,,33,67,3,3,67
Media,Condé Nast,New York,New York,USA,40.7127753,-74.0059728,-5,12,-5,-5,2.8,75,50,TRUE,null,null,FALSE,2.,33,33,3,3,0
Media,"Twenty-First Century Fox, Inc.",New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,2.8,60,20,TRUE,null,null,TRUE,10,50,0,2,3,25
Technology,Sirius XM Radio,New York,New York,USA,40.7127753,-74.0059728,14,-5,-5,-5,2.8,50,50,null,null,FALSE,null,14,50,0,2,4,50
Technology,"MongoDB, Inc.",New York,New York,USA,40.7127753,-74.0059728,12,-5,12,-5,2.8,20,20,null,null,null,null,52,15,15,,null,15
Financial Services,State Street Corporation,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,-5,8,-5,2.9,43,50,TRUE,null,null,TRUE,3,0,33,4,3,22
Colleges & Universities,University of California Berkeley,Berkeley,California,USA,37.8715926,-122.272747,3,6,-5,-5,2.9,75,33,null,null,null,null,,0,29,2,3,14
Financial Services,Citigroup,New York,New York,USA,40.7127753,-74.0059728,14,12,2,-5,2.9,56,50,TRUE,null,TRUE,TRUE,4 ,12,40,3,3,32
"Defense, Air, & Space",General Dynamics,Falls Church,Virginia,USA,38.882334,-77.1710914,6,-5,-5,-5,2.9,38,50,null,null,null,null,3,13,13,,null,13
Legal Services,Perkins Coie,Seattle,Washington,USA,47.6062095,-122.3320708,18,-5,-5,-5,2.9,44,33,null,null,null,null,3,13,25,2,3,63
Technology,NVIDIA,Santa Clara,California,USA,37.3541079,-121.9552356,14,-5,-5,-5,2.9,43,29,null,null,null,null,52,15,15,,null,15
Retail,"Staples, Inc.",Framingham,Massachusetts,USA,42.279286,-71.4161565,3,6,0,12,2.9,43,43,TRUE,null,null,TRUE,2 ,17,50,3,3,0
Financial Services,Morgan Stanley,New York,New York,USA,40.7127753,-74.0059728,16,-5,1,-5,2.9,28,33,TRUE,null,null,TRUE,2,29,35,3,3,47
Industrial,Honeywell International Inc.,Morris Plains,New Jersey,USA,40.8395922,-74.4818698,6,12,0,-5,2.9,14,18,TRUE,null,TRUE,TRUE,,33,22,3,3,0
Healthcare,Thermo Fisher Scientific Inc.,Waltham,Massachusetts,USA,42.3764852,-71.2356113,-5,6,-5,-5,2.9,44,44,null,null,null,null,3,33,17,2,3,17
Retail,Walmart,Bentonville,Arkansas,USA,36.3728538,-94.2088172,16,9,6,-5,2.9,57,46,null,FALSE,null,#VALUE!,0.,41,35,2,3,29
Hospitality,Papa Johns,Louisville,Kentucky,USA,38.2526647,-85.7584557,-5,12,-5,-5,2.9,29,14,null,null,null,null,1,21,21,,null,21
Electronics,"Jabil Circuit, Inc.",San Jose,California,USA,37.3382082,-121.8863286,0,12,0,-5,3,0,50,TRUE,null,TRUE,TRUE,,0,100,4,4,50
Pharmaceutical,Quintiles Transnational,Durham,North Carolina,USA,35.9940329,-78.898619,6,-5,-5,-5,3,67,33,TRUE,null,TRUE,TRUE,2,0,100,4,3,0
Consumer Goods,Mattel,El Segundo,California,USA,33.9191799,-118.4164652,12,-5,-5,-5,3,100,100,TRUE,null,null,TRUE,12,0,100,3,4,0
Financial Services,Allianz SE,Munich,,Germany,48.1351253,11.5819805,7,-5,4,-5,3,60,80,TRUE,null,null,TRUE,,0,50,4,3,25
Business Services,Securitas,Stockholm,,Sweden,59.3293235,18.0685808,-5,16,-5,-5,3,100,100,TRUE,null,TRUE,TRUE,1,0,0,3,3,100
Technology,Atlassian,Austin,Texas,USA,30.267153,-97.7430608,20,-5,-5,-5,3,0,100,TRUE,null,TRUE,TRUE,52,0,33,3,4,33
Consulting Services,Navigant Consulting,Chicago,Illinois,USA,41.8781136,-87.6297982,6,6,2,-5,3,33,33,TRUE,null,TRUE,TRUE,,0,0,4,4,50
Retail,Tory Burch,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,3,100,100,TRUE,null,TRUE,TRUE,,0,100,3,3,100
Technology,Zillow,Seattle,Washington,USA,47.6062095,-122.3320708,16,-5,-5,-5,3,33,33,TRUE,null,null,TRUE,3,0,100,3,4,100
Retail,"Urban Outfitters, Inc.",Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,0,12,0,-5,3,50,25,TRUE,null,null,null,,0,33,4,3,0
Real Estate,Phillips Edison & Company,Cincinnati,Ohio,USA,39.1031182,-84.5120196,6,-5,-5,-5,3,0,100,TRUE,null,null,FALSE,6,0,0,5,3,0
Automotive,"Penske Automotive Group, Inc.",Bloomfield Hills,Michigan,USA,42.583645,-83.2454883,0,8,0,-5,3,0,100,TRUE,null,null,FALSE,,0,0,2,3,100
Technology,Tech Mahindra,San Jose,California,USA,37.3382082,-121.8863286,10,4,8,-5,3,50,50,FALSE,null,TRUE,TRUE,,0,100,3,4,0
Technology,Cadence Design Systems,San Jose,California,USA,37.3382082,-121.8863286,6,6,-5,-5,3,0,100,null,null,null,null,,0,0,5,4,0
Legal Services,Hogan Lovells,Baltimore,Maryland,USA,39.2903848,-76.6121893,18,-5,-5,-5,3,33,67,null,null,null,null,4,0,0,2,3,50
Information Services,"Pragmatics, Inc.",Reston,Virginia,USA,38.9586307,-77.3570028,0,12,0,-5,3,0,100,null,null,null,null,,0,0,3,4,0
Natural Resources,The AES Corporation,Arlington,Virginia,USA,38.8816208,-77.0909809,12,-5,1,-5,3,100,100,null,null,TRUE,null,,0,100,3,3,0
Technology,Fitbit Inc,San Francisco,California,USA,37.7749295,-122.4194155,13,-5,7,-5,3,100,50,null,null,null,null,3,0,0,3,4,0
Business Services,Pitney Bowes,Stamford,Connecticut,USA,41.0534302,-73.5387341,10,-5,-5,-5,3,40,20,null,null,null,null,3,0,100,4,3,33
Technology,"Kenandy, Inc.",Redwood City,California,USA,37.4852152,-122.2363548,-5,22,-5,22,3,0,100,null,null,null,null,,0,100,5,4,0
Industrial,Whirlpool Corporation,Benton Harbor,Michigan,USA,42.1167065,-86.4541894,6,-5,2,-5,3,67,100,null,null,null,null,2,0,50,4,3,50
Financial Services,BBVA Compass,Birmingham,Alabama,USA,33.5206608,-86.80249,2,-5,-5,-5,3,100,100,null,null,null,null,2,0,100,2,3,100
Technology,Appirio Inc.,San Francisco,California,USA,37.7749295,-122.4194155,6,6,-5,-5,3,83,67,null,null,null,null,,0,60,4,4,20
Nonprofit,Jhpiego,Baltimore,Maryland,USA,39.2903848,-76.6121893,0,12,-5,-5,3,50,25,null,null,TRUE,TRUE,,0,67,4,3,33
Healthcare,"Hologic, Inc.",Marlborough,Massachusetts,USA,42.3459271,-71.5522874,8,4,2,10,3,0,50,null,null,null,null,3,0,0,4,3,100
Information Services,Factset Research Systems,Norwalk,Connecticut,USA,41.117744,-73.4081575,16,4,4,-5,3,100,100,null,FALSE,null,#VALUE!,3,0,0,4,4,100
Automotive,DELPHI,Delphi,Indiana,USA,40.5875371,-86.6750059,6,-5,0,-5,3,0,100,null,null,null,null,,0,0,3,3,0
Technology,Bose Corporation,Framingham,Massachusetts,USA,42.279286,-71.4161565,7,4,-5,-5,3,67,100,null,null,null,null,2,0,50,3,4,0
Colleges & Universities,"California State University, Northridge",Northridge,California,USA,34.2381251,-118.530123,6,-5,-5,-5,3,0,100,null,null,FALSE,null,6,0,0,3,3,0
Colleges & Universities,Virginia Tech,Blacksburg,Virginia,USA,37.2295733,-80.4139393,10,7,-5,-5,3,75,75,null,null,null,null,,0,0,4,3,0
Telecommunications,O2,Slough,,United Kingdom,51.5105384,-0.5950406,14,-5,-5,-5,3,0,100,null,null,TRUE,null,14,0,33,4,3,33
Technology,Uber,San Francisco,California,USA,37.7749295,-122.4194155,17,2,-5,-5,3,60,55,null,null,null,null,52,0,9,3,4,55
Media,Upworthy,New York,New York,USA,40.7127753,-74.0059728,12,-5,12,-5,3,50,50,null,null,null,null,,0,50,5,3,50
Technology,Tableau Software,Seattle,Washington,USA,47.6062095,-122.3320708,12,-5,4,-5,3,100,100,null,null,null,null,3,0,100,3,4,0
Financial Services,Standard Chartered,London,,United Kingdom,51.5073509,-0.1277583,20,-5,10,-5,3,0,67,null,null,null,null,4,0,67,1,3,67
Natural Resources,Lubrizol,Wickliffe,Ohio,USA,41.6053266,-81.4534492,6,-5,-5,-5,3,0,100,TRUE,null,null,TRUE,6,0,50,4,3,0
Publishing & Printing,Pearson Education,Hoboken,New Jersey,USA,40.7439905,-74.0323626,8,3,-5,-5,3,45,40,TRUE,null,null,FALSE,,11,22,3,3,33
Other,Learfield Sports,Plano,Texas,USA,33.0198431,-96.6988856,6,-5,-5,-5,3,0,100,FALSE,null,null,FALSE,6,11,11,,null,11
Accounting Services,McGladrey,Chicago,Illinois,USA,41.8781136,-87.6297982,7,13,-5,-5,3,50,50,null,null,null,null,,12,12,,null,12
Publishing & Printing,The Nation,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,3,0,100,null,null,null,TRUE,16,12,12,,null,12
Accounting Services,Plante Moran,Southfield,Michigan,USA,42.4733688,-83.2218731,6,-5,-5,-5,3,0,100,null,null,null,null,4,12,12,,null,12
Transportation,FedEx Corporation,Memphis,Tennessee,USA,35.1495343,-90.0489801,6,6,-5,-5,3,62,69,null,null,null,null,1,14,57,3,2,29
Technology,YP.com,Glendale,California,USA,34.1425078,-118.255075,-5,12,-5,-5,3,100,100,TRUE,null,TRUE,TRUE,3,15,15,,null,15
Technology,Mojotech,Providence,Rhode Island,USA,41.8239891,-71.4128343,6,6,6,-5,3,0,50,TRUE,null,TRUE,TRUE,,15,15,,null,15
Technology,"Neustar, Inc.",Sterling,Virginia,USA,39.0066993,-77.4291298,3,-5,-5,-5,3,0,100,TRUE,null,null,FALSE,3,15,15,,null,15
Technology,GrubHub,Chicago,Illinois,USA,41.8781136,-87.6297982,2,-5,2,-5,3,100,100,FALSE,null,null,FALSE,,15,15,,null,15
Technology,Advanced Micro Devices,Sunnyvale,California,USA,37.36883,-122.0363496,12,-5,-5,-5,3,0,100,null,null,TRUE,null,12,15,15,,null,15
Technology,Gateway Media,St Louis,Missouri,USA,38.6270025,-90.1994042,6,-5,-5,-5,3,50,50,null,null,null,null,3,15,15,,null,15
Technology,Progress Software,Bedford,Massachusetts,USA,42.4906231,-71.2760089,0,12,-5,-5,3,0,100,null,null,null,null,,15,15,,null,15
Technology,ARES Corporation,Los Alamos,New Mexico,USA,35.8800364,-106.3031138,0,12,-5,-5,3,0,100,null,null,null,null,,15,15,,null,15
Technology,"Handpick, Inc.",San Francisco,California,USA,37.7749295,-122.4194155,2,0,-5,-5,3,0,100,null,null,TRUE,null,,15,15,,null,15
Technology,OEConnection,Richfield,Ohio,USA,41.2397772,-81.6381785,0,12,0,0,3,100,100,null,null,null,null,,15,15,,null,15
Advertising and Creative Services,dunnhumby,New York,New York,USA,40.7127753,-74.0059728,8,-5,-5,-5,3,0,100,TRUE,null,TRUE,TRUE,4,16,16,,null,16
Advertising and Creative Services,22squared,Atlanta,Georgia,USA,33.7489954,-84.3879824,-5,-5,2,2,3,,,TRUE,null,null,FALSE,3 ,16,16,,null,16
Information Services,SpotX,Denver,Colorado,USA,39.7392358,-104.990251,2,3,-5,-5,3,100,100,FALSE,null,null,FALSE,,16,16,,null,16
Advertising and Creative Services,VSA Partners,Chicago,Illinois,USA,41.8781136,-87.6297982,4,-5,-5,-5,3,100,100,FALSE,null,null,FALSE,4,16,16,,null,16
Advertising and Creative Services,Mindshare Worldwide,Portland,Oregon,USA,45.5230622,-122.6764815,9,-5,-5,-5,3,100,100,null,null,null,TRUE,4,16,16,,null,16
Information Services,Markit,London,,United Kingdom,51.5073509,-0.1277583,12,-5,-5,-5,3,0,100,null,null,null,null,3,16,16,,null,16
Insurance,MetLife,Atlanta,Georgia,USA,33.7489954,-84.3879824,14,26,2,12,3,13,25,TRUE,null,null,TRUE,5,17,33,3,3,33
Real Estate,Liberty Property Trust,Malvern,Pennsylvania,USA,40.0362184,-75.5138118,6,6,-5,-5,3,0,100,null,null,null,null,,18,18,,null,18
Electronics,Harman International Industries,Stamford,Connecticut,USA,41.0534302,-73.5387341,9,-5,-5,-5,3,0,100,null,null,null,null,2,19,19,,null,19
Electronics,ABB NZ,Auckland,,New Zealand,-36.8484597,174.7633315,0,52,-5,-5,3,100,100,null,null,null,null,,19,19,,null,19
Pharmaceutical,PharMerica Corporation,Louisville,Kentucky,USA,38.2526647,-85.7584557,8,3,-5,-5,3,100,100,TRUE,null,TRUE,TRUE,,20,20,,null,20
Colleges & Universities,Tulane University,New Orleans,Louisiana,USA,29.9510658,-90.0715323,2,6,4,-5,3,100,100,TRUE,null,TRUE,TRUE,,20,20,,null,20
Colleges & Universities,NYU School of Medicine,New York,New York,USA,40.7127753,-74.0059728,6,8,-5,-5,3,0,100,TRUE,null,FALSE,TRUE,,20,20,,null,20
Colleges & Universities,Wellesley College,Wellesley,Massachusetts,USA,42.296797,-71.2923877,6,6,-5,-5,3,100,100,TRUE,null,TRUE,TRUE,,20,20,,null,20
Colleges & Universities,George Mason University,Fairfax,Virginia,USA,38.8462236,-77.3063733,3,6,-5,-5,3,50,50,TRUE,null,TRUE,TRUE,,20,20,,null,20
Healthcare,"Medtronic, Inc.",Minneapolis,Minnesota,USA,44.977753,-93.2650108,6,12,1,-5,3,46,46,TRUE,TRUE,TRUE,FALSE,,20,80,3,3,20
Educational Services,Achievement First,New Haven,Connecticut,USA,41.308274,-72.9278835,12,-5,-5,-5,3,100,100,TRUE,null,null,FALSE,12,20,20,,null,20
Educational Services,Chester County Intermediate Unit,Coatesville,Pennsylvania,USA,39.9831616,-75.8238355,-5,12,-5,-5,3,100,100,null,null,TRUE,null,12,20,20,,null,20
Colleges & Universities,Miami University,Miami,Florida,USA,25.7616798,-80.1917902,0,12,-5,-5,3,100,100,null,null,TRUE,null,,20,20,,null,20
Colleges & Universities,Asbury University,Wilmore,Kentucky,USA,37.8620226,-84.6616105,-5,11,-5,-5,3,0,100,null,null,TRUE,null,11,20,20,,null,20
Consumer Goods,Hasbro Inc.,Pawtucket,Rhode Island,USA,41.878711,-71.3825558,11,-5,10,-5,3,,,null,null,null,null,3,20,20,,null,20
Natural Resources,ConocoPhillips,Houston,Texas,USA,29.7604267,-95.3698028,12,2,-5,-5,3,50,67,null,null,null,null,,20,20,3,3,0
Colleges & Universities,Concordia University Chicago,Chicago,Illinois,USA,41.8781136,-87.6297982,-5,12,-5,-5,3,100,100,null,null,null,null,12,20,20,,null,20
Educational Services,Connections Education,Baltimore,Maryland,USA,39.2903848,-76.6121893,11,0,-5,-5,3,100,100,null,null,null,null,,20,20,,null,20
Technology,"Airbnb, Inc.",San Francisco,California,USA,37.7749295,-122.4194155,16,-5,-5,-5,3,0,50,null,null,null,null,3,20,40,3,4,60
Financial Services,LenderLive Network,Glendale,California,USA,34.1425078,-118.255075,6,3,-5,-5,3,0,100,TRUE,null,TRUE,TRUE,,21,21,,null,21
Financial Services,Synchrony Financial,Stamford,Connecticut,USA,41.0534302,-73.5387341,6,-5,6,-5,3,100,100,null,null,null,null,,21,21,,null,21
Hospitality,TGI Fridays,Carrollton,Texas,USA,32.9756415,-96.8899636,1,-5,-5,-5,3,100,33,null,null,null,null,3,21,21,,null,21
Financial Services,Commerzbank,Frankfurt,,Germany,50.1109221,8.6821267,12,-5,-5,-5,3,0,100,null,null,TRUE,null,12,21,21,,null,21
Financial Services,Oz Management,New York,New York,USA,40.7127753,-74.0059728,16,-5,-5,-5,3,0,100,null,null,TRUE,null,4,21,21,,null,21
Media,Lionsgate,Santa Monica,California,USA,34.0194543,-118.4911912,6,-5,-5,-5,3,0,100,TRUE,null,null,TRUE,2,22,22,,null,22
Media,Cumulus Media,Atlanta,Georgia,USA,33.7489954,-84.3879824,-5,12,-5,-5,3,0,100,TRUE,null,null,TRUE,2,22,22,,null,22
Insurance,FM Global,Waltham,Massachusetts,USA,42.3764852,-71.2356113,7,-5,-5,-5,3,0,50,TRUE,null,null,FALSE,3,22,22,,null,22
Hospitality,Culver's,Prairie du Sac,Wisconsin,USA,43.2869331,-89.7240116,0,12,-5,-5,3,100,100,null,null,TRUE,FALSE,,22,22,,null,22
Insurance,Geico,Chevy Chase,Maryland,USA,38.9692771,-77.0788667,0,12,-5,-5,3,65,39,null,FALSE,null,null,,22,22,,null,22
Media,Sky PLC,London,,United Kingdom,51.5073509,-0.1277583,15,-5,-5,-5,3,0,100,null,null,TRUE,null,15,22,22,,null,22
Insurance,Blue Cross Blue Shield of North Carolina,Durham,North Carolina,USA,35.9940329,-78.898619,8,-5,2,-5,3,100,100,null,null,null,null,,22,22,,null,22
Telecommunications,Nsight Telservices,Green Bay,Wisconsin,USA,44.519159,-88.019826,3,9,-5,-5,3,100,100,TRUE,null,null,FALSE,,23,23,,null,23
Advertising and Creative Services,Cutters Studios,Chicago,Illinois,USA,41.8781136,-87.6297982,2,10,-5,-5,3,0,100,null,null,TRUE,null,,23,23,,null,23
